Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Expressive,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,AU17,AU26,Forward,Backward
21.7,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
22.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
24.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
24.9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
25.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,33.333,0,0,0
25.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
26.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,33.333,0,0,0
27,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,66.667,0,0,0
27.9,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,66.667,0,0,0
28.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
30.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
31.9,1,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
32.6,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
33.9,0,0,0,0,16.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,25
34,0,0,0,0,16.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
34.1,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
34.3,0,0,0,0,50,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
34.4,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
36.1,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
36.4,0,0,0,0,16.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
36.6,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
36.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,33.333,0
36.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,66.667,0
37.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,66.667,0
37.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,33.333,0
37.9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
43.9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,33.333,0
44.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
53.8,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
55,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
56,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
58.4,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25
58.6,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
59.1,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
60,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
60.8,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,33.333,0
60.9,1,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62.3,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4,0,0,0,0,83.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
22.8,0,0,0,0,83.333,0,0,0,0,33.333,25,0,0,0,0,0,0,0,0,0
34.6,0,0,0,0,66.667,0,0,0,0,33.333,25,0,0,0,0,0,0,0,0,0
42.1,0,0,0,0,66.667,0,0,0,0,66.667,25,0,0,0,0,0,0,0,0,0
49.8,0,0,0,0,66.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.1,0,0,0,0,66.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.2,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
50.6,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
51.4,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
52.1,0,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
53.3,0,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
55.8,0,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
56,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
57.1,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
61.8,1,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
61.9,1,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62.2,0,0,0,0,16.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
6,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
6.6,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
11.6,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
11.7,0,66.667,0,0,0,0,0,0,0,33.333,0,0,0,0,0,25,0,0,0,0
11.8,0,50,0,0,0,0,0,0,0,33.333,0,0,0,0,0,25,0,0,0,0
11.9,0,33.333,0,0,0,0,0,0,0,33.333,0,0,0,0,0,25,0,0,0,0
12.1,0,33.333,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
12.3,0,33.333,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
12.4,0,33.333,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
12.7,0,33.333,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
12.9,0,33.333,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
13,0,33.333,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
13.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
14.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
15.9,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
19.4,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,20,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
19.6,0,0,0,0,20,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
19.9,0,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20.1,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,25,0
21.4,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,25,0
21.5,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21.7,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
22.4,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
22.5,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
23.3,0,0,0,0,20,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
23.6,0,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
24.7,0,0,0,0,20,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,20,0,0,0,0,66.667,0,0,0,0,0,25,0,0,0,0
25.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,25,0,0,0,0
25.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
26.3,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
28.2,0,0,0,0,20,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
28.9,1,0,0,0,20,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
29,1,0,0,0,20,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
29.3,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
30.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1.8,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2.2,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8,0,0,0,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0
8.8,0,0,66.667,0,0,0,0,0,0,66.667,0,0,0,0,0,25,0,16.667,0,0
8.9,0,0,66.667,0,0,0,0,0,0,100,0,0,0,0,0,25,0,16.667,0,0
9,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,25,0,33.333,0,0
9.1,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,50,0,33.333,0,0
9.4,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,25,0,33.333,0,0
9.5,0,0,66.667,0,0,0,0,0,0,100,0,0,0,0,0,25,0,16.667,0,0
9.7,0,0,66.667,0,0,0,0,0,0,100,0,0,0,0,0,25,0,33.333,0,0
10,0,0,33.333,0,0,0,0,0,0,100,0,0,0,0,0,25,0,33.333,0,0
10.1,0,0,33.333,0,0,0,0,0,0,100,0,0,0,0,0,25,0,16.667,0,0
10.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,16.667,0,0
10.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,25,0,16.667,0,0
10.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,25,0,16.667,0,0
11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,16.667,0,0
11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.5,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
29.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
29.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
29.9,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
30,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
30.2,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
10.2,0,0,33.333,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
10.4,0,0,66.667,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
10.6,0,0,33.333,0,100,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
10.7,0,0,0,0,100,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
11,0,0,33.333,0,100,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
11.3,0,0,33.333,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
11.7,0,0,33.333,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
12.1,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
13.3,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.8,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.4,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
25.6,1,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
27.5,0,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,33.333,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29,1,0,0,0,66.667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.2,0,0,0,0,33.333,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.4,0,0,0,0,33.333,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
31.3,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
31.8,0,0,33.333,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
32.5,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
39.1,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
42.7,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
42.8,0,0,33.333,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
43.4,0,0,33.333,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
43.9,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
44.2,0,0,0,0,100,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
47.6,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
47.9,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
49.6,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
50.1,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,25,0
50.3,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,25,0
50.9,0,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,25,0
51.2,0,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
52.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0,66.667,0,0,75,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0,0,66.667,0,0,75,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,66.667,0,0,50,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0,0,0,66.667,0,0,25,0,0,0,0,0,0,0
1.3,0,0,0,0,0,20,0,0,0,66.667,0,0,25,0,0,0,0,0,0,0
1.6,0,0,0,0,0,40,0,0,0,33.333,0,0,25,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0,0,0,33.333,0,0,25,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
2.5,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
2.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
4.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
5.3,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
5.6,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
7.5,0,0,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
7.6,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
7.7,0,0,50,0,0,0,0,0,0,100,0,0,0,0,33.333,0,0,0,0,0
8,0,0,75,0,0,0,0,0,0,100,0,25,0,0,66.667,0,0,0,0,0
8.1,0,0,75,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0
8.2,0,0,75,0,0,0,0,0,0,100,0,0,0,0,66.667,0,0,0,0,0
8.3,0,0,75,0,0,0,0,0,0,100,0,25,0,0,66.667,0,0,0,0,0
8.4,0,0,25,0,0,0,0,0,0,100,0,25,0,0,0,0,33.333,0,0,0
8.5,0,0,25,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,0,0
8.6,1,0,25,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,0,0
8.9,1,0,25,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,0,33.333
9.1,1,0,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,33.333
9.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,33.333
9.9,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,33.333
10,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,100,0,25,0,0,0,0,0,12.5,0,0
11.1,1,0,0,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,0,0
11.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,33.333,0,0,0,0,0
11.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,66.667,0,0,0,0,0
11.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0
11.9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,33.333,0,33.333,0,0,0
12,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,33.333,0,66.667,0,0,0
12.7,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,66.667,0,0,0
12.8,0,0,0,0,0,0,0,0,0,66.667,0,0,25,0,0,0,66.667,0,0,0
12.9,0,0,0,0,0,0,0,0,0,66.667,0,0,50,0,0,0,66.667,0,0,0
13.1,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,66.667,0,0,0
14,0,0,0,0,0,0,0,0,0,100,0,0,25,0,0,0,100,0,0,0
14.2,0,0,0,0,0,0,0,0,0,100,0,0,25,0,0,0,66.667,0,0,0
14.8,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,66.667,0,0,0
17,0,0,0,0,0,0,0,0,0,100,0,25,50,0,0,0,33.333,0,0,0
17.1,1,0,0,0,0,0,0,0,0,100,0,0,25,0,0,0,0,0,0,0
17.3,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
17.6,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
17.7,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
19.4,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
19.6,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,12.5,0,0
20.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21.4,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21.9,1,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
22,1,0,75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
22.1,1,0,75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
22.8,1,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
22.9,1,0,75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
23,1,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
23.2,1,0,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
24.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
24.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
24.6,0,0,0,0,0,0,0,0,0,100,0,0,25,0,0,0,33.333,0,0,0
24.7,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,33.333,0,0,0
24.9,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,66.667,0,0,0
25,0,0,0,0,0,0,0,0,0,100,0,25,50,0,0,0,100,0,0,0
25.1,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,66.667,0,0,0
25.3,0,0,0,0,0,0,0,0,0,100,0,0,25,0,0,0,66.667,0,0,0
25.4,0,0,0,0,0,0,0,0,0,100,0,25,25,0,33.333,0,33.333,0,0,0
25.5,0,0,0,0,0,0,0,0,0,100,0,50,25,0,33.333,0,33.333,0,0,0
25.6,1,0,0,0,0,0,0,0,0,100,0,25,25,0,0,0,33.333,0,0,0
25.7,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
26,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
26.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
26.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,0,0,0,20,0
8,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,0,0,0,40,0
8.2,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,0,0,0,20,0
8.8,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,0,0,0,20,0
8.9,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
9.3,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
14.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
16.6,0,0,0,0,0,0,33.333,0,0,33.333,0,0,0,0,0,0,0,0,0,0
16.7,0,0,0,0,0,0,33.333,0,0,100,0,0,0,0,0,0,33.333,0,0,0
16.8,0,0,0,0,25,0,66.667,0,0,100,0,0,0,0,0,0,33.333,0,0,0
17,0,0,0,0,50,0,100,0,0,100,0,25,0,0,0,0,100,0,0,0
17.1,0,0,0,0,50,0,33.333,0,0,100,0,25,0,0,0,0,100,0,0,0
18,0,0,0,0,25,0,33.333,0,0,100,0,25,0,0,0,0,100,0,0,0
18.1,0,0,0,0,25,0,33.333,0,0,100,0,0,0,0,0,0,100,0,0,0
18.5,0,0,0,0,0,0,33.333,0,0,66.667,0,0,0,0,0,0,66.667,0,0,0
